,cn2,esco,perco,awc,surlag,alpha,NSE
7,15.566514584498057,0.2263454931214789,19.414249359551444,12.584734110478056,-10.973896298719144,-5.480594707179131,-2.2087247042690845
1,13.539179892663652,0.1401826565318087,8.654283091539057,5.872695120920657,-16.655388227755164,10.378541063437655,-2.2401206663217947
1,13.539179892663652,0.1387947094374344,8.654283091539057,5.872695120920657,-16.655388227755164,10.378541063437655,-2.2401206663217947
1,13.539179892663652,0.1401826565318087,8.740825922454448,5.931422072129863,-16.655388227755164,10.378541063437655,-2.240133863555565
1,13.539179892663652,0.1401826565318087,8.740825922454448,5.931422072129863,-16.821942110032715,10.482326474072032,-2.240133863555565
1,13.539179892663652,0.1401826565318087,8.740825922454448,5.931422072129863,-16.821942110032715,10.378541063437655,-2.240133863555565
1,13.539179892663652,0.1401826565318087,8.740825922454448,5.872695120920657,-16.655388227755164,10.378541063437655,-2.240133967147261
0,13.405128606597676,0.1387947094374344,8.654283091539057,5.872695120920657,-16.655388227755164,10.378541063437655,-2.2455970493238504
11,-17.452837915065075,-0.4828893826359419,1.3996224374210045,16.706440902804506,-4.983795078022434,-7.975413225892061,-2.330744291017261
12,-17.452837915065075,-0.4828893826359419,1.3996224374210045,16.706440902804506,-5.033633028802658,-8.055167358150982,-2.330744291017261
12,-17.452837915065075,-0.4828893826359419,1.3996224374210045,16.706440902804506,-5.033633028802658,-7.975413225892061,-2.330744291017261
11,-17.452837915065075,-0.4828893826359419,1.385764789525747,16.541030596836144,-4.983795078022434,-7.975413225892061,-2.335111429678541
11,-17.452837915065075,-0.4828893826359419,1.3996224374210045,16.541030596836144,-4.983795078022434,-7.975413225892061,-2.3351117364656817
11,-17.280037539668392,-0.4781082996395464,1.385764789525747,16.541030596836144,-4.983795078022434,-7.975413225892061,-2.34500159344056
11,-17.452837915065075,-0.4781082996395464,1.385764789525747,16.541030596836144,-4.983795078022434,-7.975413225892061,-2.346312166157628
5,-20.60687268400002,-0.550548071215839,1.0627723707362529,-15.7872266111377,-12.616980271604907,8.386709208431421,-2.552173260987093
6,-20.60687268400002,-0.550548071215839,1.0627723707362529,-15.7872266111377,-12.616980271604907,8.470576300515736,-2.552173260987093
5,-20.60687268400002,-0.550548071215839,1.0627723707362529,-15.7872266111377,-12.492059674856346,8.386709208431421,-2.552173260987093
5,-20.60687268400002,-0.550548071215839,1.0627723707362529,-15.63091743677,-12.492059674856346,8.386709208431421,-2.5522143056316864
5,-20.60687268400002,-0.550548071215839,1.052249872016092,-15.63091743677,-12.492059674856346,8.386709208431421,-2.552214352462835
1,10.6171593849055,-0.0647748001096461,-3.7380531704098567,-4.0720704947995845,-7.3557531323700305,-17.710022643145365,-2.5597372226218407
